mail_type,org,tld,salutations,designation,images,urls,chars_in_subject,chars_in_body,label
1.3067577469587668,0.0065036593548472455,1.124651466781796,0,1,1.491366085493913,2.3707608387230725,-0.5288724073589031,0.0007958552590196214,0
1.3067577469587668,0.0010991298209155152,1.0015488746087216,0,0,-0.6398989400262961,-0.563180127678828,-0.3523131588380317,-0.09276942438671887,0
1.6047244653076587,1.939679928515718,1.8370672859198591,1,0,-0.7367746230044874,-0.643782901481078,0.648189249446906,1.86208060122198,2
1.3067577469587668,0.16559283491582222,0.16559283491582222,0,0,-0.34927189109172213,0.033280398457822075,0.14793804530443713,-0.08489426021053847,0
1.3067577469587668,0.9767673199749597,1.0015488746087216,0,0,-0.34927189109172213,-0.24076903246982798,-0.7937112801402102,-0.07874762075007084,1
1.3067577469587668,1.939679928515718,1.8370672859198591,1,0,-0.7367746230044874,-0.20852792294892797,-0.5582989487790483,-0.0834505729681241,2
0.9955237420326307,2.9948982639049286,1.0015488746087216,1,0,3.332004062079548,0.9037903555221222,0.9424546636483583,-0.04670444964021626,3
1.3067577469587668,2.0846731685721687,1.0015488746087216,1,1,0.13510652379923452,0.5330175960317721,0.7658954151274869,-0.06568757885089231,0
1.3067577469587668,0.03803655319653086,1.0015488746087216,0,0,-0.34927189109172213,-0.498697908637028,1.3249997021102462,-0.09149705748276754,0
1.3067577469587668,1.939679928515718,1.8370672859198591,1,0,-0.7367746230044874,-0.659903456241528,-0.5288724073589031,-0.09309186876358229,2
1.3067577469587668,0.0020885295432371354,1.8370672859198591,1,0,-0.7367746230044874,-0.5954212371997281,-0.7054316558797745,-0.09364482953081674,0
0.9955237420326307,0.0010991298209155152,1.0015488746087216,0,0,-0.34927189109172213,-0.337492361032528,-0.6171520316193388,-0.08950389159381916,0
1.3067577469587668,2.9353841086803567,1.0015488746087216,0,1,0.6194849386901912,0.1300037270205221,-0.5288724073589031,-0.04103068217087229,3
1.3067577469587668,0.9008858011358741,1.0015488746087216,0,0,0.4257335727338085,0.16224483654142208,0.2950707524051633,-0.04178421309045375,0
